,Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
70158,03.05.2010 05:30:00,981.32,9.35,284.04,8.7,95.7,11.77,11.26,0.51,7.17,11.48,1204.81,0.33,0.56,245.1
70164,03.05.2010 06:30:00,981.33,9.68,284.37,8.81,94.3,12.03,11.35,0.69,7.22,11.56,1203.37,1.1,2.04,272.3
70170,03.05.2010 07:30:00,981.57,10.84,285.52,8.75,86.9,13.0,11.3,1.7,7.19,11.51,1198.77,2.18,3.84,245.5
70176,03.05.2010 08:30:00,981.86,11.36,286.01,8.58,83.0,13.46,11.17,2.29,7.11,11.38,1197.0,1.19,3.0,243.1
70182,03.05.2010 09:30:00,982.0,11.94,286.58,7.91,76.3,13.99,10.67,3.32,6.79,10.87,1194.96,2.0,4.44,257.9
70188,03.05.2010 10:30:00,982.02,13.97,288.62,7.8,66.31,15.98,10.59,5.38,6.74,10.79,1186.58,2.5,6.04,246.1
70194,03.05.2010 11:30:00,982.16,14.77,289.42,6.95,59.38,16.83,9.99,6.84,6.35,10.17,1183.73,1.85,4.76,270.0
70200,03.05.2010 12:30:00,982.25,14.18,288.82,6.42,59.49,16.2,9.64,6.56,6.12,9.81,1186.43,2.23,5.16,250.1
70206,03.05.2010 13:30:00,982.76,14.45,289.04,6.08,57.08,16.48,9.41,7.07,5.98,9.57,1186.04,2.22,5.34,241.3
70212,03.05.2010 14:30:00,983.16,12.7,287.25,7.55,70.8,14.71,10.41,4.29,6.61,10.59,1193.32,4.63,6.28,23.33
70218,03.05.2010 15:30:00,983.37,12.67,287.2,7.3,69.73,14.68,10.23,4.44,6.5,10.41,1193.78,3.89,5.36,25.27
70224,03.05.2010 16:30:00,983.96,12.5,286.98,8.1,74.5,14.51,10.81,3.7,6.86,10.99,1194.95,5.37,7.04,43.07
70230,03.05.2010 17:30:00,984.15,11.94,286.41,7.18,72.6,13.99,10.16,3.83,6.44,10.32,1197.83,4.02,5.32,26.23
70236,03.05.2010 18:30:00,985.14,7.88,282.25,6.43,90.5,10.65,9.64,1.01,6.11,9.78,1216.6,0.71,1.6,220.7
70242,03.05.2010 19:30:00,986.33,8.55,282.82,7.23,91.4,11.15,10.19,0.96,6.45,10.33,1214.93,0.78,1.32,35.42
70248,03.05.2010 20:30:00,986.88,8.35,282.58,6.91,90.6,11.0,9.96,1.03,6.3,10.1,1216.57,0.96,1.92,30.59
70254,03.05.2010 21:30:00,987.4,8.32,282.5,6.7,89.5,10.97,9.82,1.15,6.21,9.95,1217.41,1.19,1.4,323.6
70260,03.05.2010 22:30:00,987.64,8.22,282.38,6.76,90.5,10.9,9.86,1.04,6.24,9.99,1218.12,0.38,0.72,17.82
70266,03.05.2010 23:30:00,988.04,7.93,282.06,6.87,93.0,10.69,9.94,0.75,6.28,10.06,1219.84,0.6,0.92,39.16
70272,04.05.2010 00:30:00,988.47,7.6,281.69,6.59,93.3,10.45,9.75,0.7,6.16,9.86,1221.9,0.69,1.44,237.8
70278,04.05.2010 01:30:00,988.52,7.72,281.81,6.77,93.7,10.53,9.87,0.66,6.23,9.99,1221.38,0.31,0.52,349.2
70284,04.05.2010 02:30:00,988.99,7.79,281.84,7.01,94.8,10.59,10.04,0.55,6.34,10.15,1221.58,1.05,1.36,305.8
70290,04.05.2010 03:30:00,989.12,7.9,281.94,7.12,94.8,10.67,10.11,0.55,6.38,10.22,1221.23,0.96,1.22,19.52
70296,04.05.2010 04:30:00,989.25,8.03,282.06,7.34,95.4,10.76,10.27,0.49,6.48,10.38,1220.75,0.76,0.92,12.57
70302,04.05.2010 05:30:00,989.37,8.04,282.06,7.43,95.9,10.77,10.33,0.44,6.52,10.44,1220.83,0.74,1.32,46.67
70308,04.05.2010 06:30:00,989.59,7.87,281.87,7.33,96.4,10.64,10.26,0.38,6.47,10.37,1221.87,1.75,2.72,43.92
70314,04.05.2010 07:30:00,990.12,8.0,281.96,7.36,95.7,10.74,10.28,0.46,6.48,10.38,1221.96,1.3,1.96,20.43
70320,04.05.2010 08:30:00,990.24,8.13,282.08,7.24,94.1,10.83,10.19,0.64,6.43,10.3,1221.58,2.11,2.8,41.38
70326,04.05.2010 09:30:00,990.53,8.02,281.95,6.69,91.3,10.75,9.82,0.94,6.19,9.91,1222.59,3.08,4.4,31.92
70332,04.05.2010 10:30:00,990.96,8.04,281.93,6.74,91.5,10.77,9.85,0.92,6.21,9.94,1223.02,2.9,4.0,26.87
70338,04.05.2010 11:30:00,990.92,8.5,282.4,6.55,87.5,11.11,9.72,1.39,6.12,9.81,1221.04,3.97,5.85,32.57
70344,04.05.2010 12:30:00,991.11,7.95,281.83,6.11,88.1,10.7,9.43,1.27,5.94,9.51,1223.8,4.72,6.69,26.33
70350,04.05.2010 13:30:00,991.21,8.11,281.98,5.83,85.5,10.82,9.25,1.57,5.83,9.33,1223.31,4.34,7.09,20.37
70356,04.05.2010 14:30:00,990.96,7.8,281.69,5.29,84.1,10.59,8.91,1.68,5.61,8.99,1224.51,3.75,6.37,17.91
70362,04.05.2010 15:30:00,991.06,7.58,281.46,4.8,82.5,10.43,8.61,1.83,5.42,8.69,1225.73,5.36,7.31,30.88
70368,04.05.2010 16:30:00,990.99,7.6,281.49,4.89,82.9,10.45,8.66,1.79,5.45,8.74,1225.53,3.95,5.37,27.71
70374,04.05.2010 17:30:00,990.9,7.97,281.87,4.22,77.1,10.72,8.26,2.45,5.2,8.34,1224.0,3.46,4.93,25.78
70380,04.05.2010 18:30:00,990.72,7.99,281.9,4.33,77.6,10.73,8.33,2.4,5.24,8.41,1223.66,2.93,4.87,23.72
70386,04.05.2010 19:30:00,991.21,7.91,281.78,3.79,75.1,10.67,8.02,2.66,5.05,8.09,1224.76,2.1,3.48,21.99
70392,04.05.2010 20:30:00,991.71,7.33,281.16,3.36,75.8,10.26,7.78,2.48,4.89,7.84,1228.03,0.77,1.76,242.6
70398,04.05.2010 21:30:00,991.82,6.9,280.72,2.43,73.1,9.96,7.28,2.68,4.58,7.34,1230.27,0.98,1.8,173.1
70404,04.05.2010 22:30:00,992.13,6.53,280.32,1.31,69.22,9.7,6.72,2.99,4.22,6.77,1232.58,1.16,2.58,194.5
70410,04.05.2010 23:30:00,992.41,5.76,279.53,-1.03,61.54,9.21,5.66,3.54,3.56,5.71,1236.8,3.15,4.77,25.29
70416,05.05.2010 00:30:00,992.63,4.79,278.54,-1.97,61.42,8.6,5.28,3.32,3.32,5.32,1241.59,3.15,6.11,21.6
70422,05.05.2010 01:30:00,992.87,3.56,277.29,-2.67,63.55,7.89,5.01,2.88,3.15,5.05,1247.52,3.56,6.17,21.66
70428,05.05.2010 02:30:00,992.72,2.66,276.4,-2.79,67.2,7.4,4.97,2.43,3.12,5.01,1251.43,1.46,2.96,3.48
70434,05.05.2010 03:30:00,992.77,2.44,276.17,-2.55,69.5,7.28,5.06,2.22,3.18,5.1,1252.47,2.89,4.48,19.43
70440,05.05.2010 04:30:00,992.6,1.83,275.57,-2.37,73.6,6.97,5.13,1.84,3.22,5.17,1255.0,1.37,2.68,12.61
70446,05.05.2010 05:30:00,992.7,1.3,275.03,-2.72,74.5,6.71,5.0,1.71,3.14,5.04,1257.62,3.42,5.59,16.34
70452,05.05.2010 06:30:00,992.65,1.84,275.58,-2.43,73.2,6.98,5.11,1.87,3.21,5.15,1255.01,2.58,4.41,50.57
70458,05.05.2010 07:30:00,992.72,3.07,276.81,-2.3,67.67,7.62,5.16,2.46,3.24,5.19,1249.47,3.59,5.29,51.23
70464,05.05.2010 08:30:00,992.67,4.37,278.11,-1.94,63.41,8.35,5.3,3.06,3.33,5.33,1243.5,3.76,6.49,42.83
70470,05.05.2010 09:30:00,991.75,5.71,279.53,-1.27,60.66,9.17,5.56,3.61,3.5,5.61,1236.26,4.36,6.59,25.34
70476,05.05.2010 10:30:00,991.45,6.87,280.72,-0.75,58.17,9.94,5.78,4.16,3.64,5.83,1230.64,4.65,6.71,31.58
70482,05.05.2010 11:30:00,990.93,7.53,281.42,-0.5,56.61,10.4,5.89,4.51,3.7,5.94,1227.07,5.33,7.53,34.5
70488,05.05.2010 12:30:00,990.28,8.38,282.33,-0.26,54.37,11.02,5.99,5.03,3.77,6.05,1222.51,4.69,9.13,43.35
70494,05.05.2010 13:30:00,989.62,9.22,283.22,-0.44,50.7,11.67,5.91,5.75,3.73,5.98,1218.1,5.74,9.49,52.77
70500,05.05.2010 14:30:00,988.85,9.73,283.8,-0.41,49.09,12.07,5.93,6.15,3.74,5.99,1214.95,5.45,8.95,66.48
70506,05.05.2010 15:30:00,988.16,10.69,284.82,0.11,47.82,12.87,6.16,6.72,3.88,6.23,1209.88,4.79,9.05,64.33
70512,05.05.2010 16:30:00,987.54,10.1,284.28,-0.03,49.25,12.38,6.1,6.28,3.85,6.17,1211.67,5.4,7.97,68.21
70518,05.05.2010 17:30:00,986.89,9.98,284.21,-0.38,48.4,12.28,5.94,6.34,3.75,6.02,1211.45,4.82,7.05,58.47
70524,05.05.2010 18:30:00,986.03,9.71,284.01,-0.09,50.32,12.06,6.07,5.99,3.84,6.15,1211.49,5.99,8.91,49.97
70530,05.05.2010 19:30:00,985.58,9.45,283.79,0.08,51.85,11.85,6.14,5.7,3.89,6.23,1212.02,4.13,7.03,55.25
70536,05.05.2010 20:30:00,985.17,9.01,283.38,0.36,54.5,11.5,6.27,5.23,3.97,6.36,1213.34,3.81,5.97,37.81
70542,05.05.2010 21:30:00,984.33,8.88,283.32,0.17,54.25,11.4,6.18,5.22,3.92,6.28,1212.9,4.43,8.05,51.26
70548,05.05.2010 22:30:00,983.83,8.42,282.9,0.91,59.05,11.05,6.52,4.52,4.14,6.63,1214.11,3.94,6.69,57.62
70554,05.05.2010 23:30:00,983.34,6.54,281.05,2.69,76.3,9.72,7.41,2.3,4.7,7.54,1221.23,3.56,7.21,59.56
70560,06.05.2010 00:30:00,982.15,5.78,280.38,3.39,84.6,9.21,7.8,1.42,4.95,7.94,1222.92,4.26,6.13,30.45
70566,06.05.2010 01:30:00,981.05,4.86,279.55,3.6,91.5,8.65,7.91,0.73,5.03,8.06,1225.5,5.38,8.65,22.18
70572,06.05.2010 02:30:00,980.17,4.57,279.33,3.81,94.8,8.47,8.03,0.44,5.11,8.19,1225.62,5.48,7.57,22.11
70578,06.05.2010 03:30:00,979.29,4.43,279.26,3.87,96.1,8.39,8.06,0.33,5.14,8.23,1225.11,5.34,7.81,26.41
70584,06.05.2010 04:30:00,978.57,4.57,279.45,4.03,96.3,8.47,8.16,0.31,5.2,8.33,1223.58,4.1,5.29,29.47
70590,06.05.2010 05:30:00,977.69,4.8,279.76,4.36,97.0,8.61,8.35,0.26,5.33,8.54,1221.38,5.84,7.77,26.63
70596,06.05.2010 06:30:00,977.26,4.97,279.96,4.58,97.3,8.71,8.47,0.24,5.41,8.67,1220.02,5.28,7.05,24.62
70602,06.05.2010 07:30:00,976.6,5.25,280.3,4.9,97.6,8.88,8.67,0.21,5.54,8.87,1217.89,4.46,7.17,23.33
70608,06.05.2010 08:30:00,976.08,5.62,280.72,5.28,97.6,9.12,8.9,0.22,5.69,9.12,1215.48,3.9,5.45,27.65
70614,06.05.2010 09:30:00,975.58,5.77,280.91,5.42,97.6,9.21,8.99,0.22,5.75,9.21,1214.18,5.26,6.89,27.69
70620,06.05.2010 10:30:00,975.1,5.69,280.87,5.31,97.4,9.16,8.92,0.24,5.71,9.15,1213.97,6.18,8.21,27.56
70626,06.05.2010 11:30:00,974.98,5.67,280.85,5.26,97.2,9.14,8.89,0.26,5.69,9.12,1213.92,5.23,8.77,33.68
70632,06.05.2010 12:30:00,974.65,5.64,280.85,5.21,97.1,9.12,8.86,0.26,5.67,9.09,1213.66,4.27,6.45,30.97
70638,06.05.2010 13:30:00,974.34,5.57,280.81,5.22,97.6,9.08,8.86,0.22,5.68,9.1,1213.57,4.96,6.61,25.62
70644,06.05.2010 14:30:00,974.15,5.65,280.91,5.32,97.7,9.13,8.92,0.21,5.72,9.16,1212.94,4.75,6.57,25.34
70650,06.05.2010 15:30:00,974.26,5.44,280.68,4.98,96.9,9.0,8.72,0.28,5.59,8.95,1214.11,4.58,6.21,19.74
70656,06.05.2010 16:30:00,974.3,5.44,280.68,4.95,96.7,9.0,8.7,0.3,5.57,8.93,1214.17,3.16,4.89,19.1
70662,06.05.2010 17:30:00,974.53,5.57,280.79,5.1,96.8,9.08,8.79,0.29,5.63,9.02,1213.83,2.14,3.8,16.69
70668,06.05.2010 18:30:00,974.59,5.45,280.66,5.02,97.1,9.0,8.74,0.26,5.6,8.97,1214.47,3.21,4.32,22.52
70674,06.05.2010 19:30:00,975.12,5.3,280.48,4.95,97.6,8.91,8.7,0.21,5.57,8.92,1215.78,1.75,3.16,21.02
70680,06.05.2010 20:30:00,975.61,5.28,280.41,4.94,97.7,8.9,8.69,0.2,5.56,8.91,1216.5,1.28,2.12,9.87
70686,06.05.2010 21:30:00,975.59,5.27,280.4,4.94,97.7,8.9,8.69,0.2,5.56,8.91,1216.51,0.6,2.04,346.9
70692,06.05.2010 22:30:00,975.86,5.13,280.24,4.78,97.6,8.81,8.6,0.21,5.5,8.81,1217.52,2.14,3.2,18.75
70698,06.05.2010 23:30:00,975.97,5.1,280.2,4.8,97.9,8.79,8.61,0.18,5.5,8.82,1217.76,1.48,1.92,25.42
70704,07.05.2010 00:30:00,976.08,5.11,280.21,4.82,98.0,8.8,8.62,0.18,5.51,8.83,1217.84,0.89,1.28,20.35
70710,07.05.2010 01:30:00,975.98,5.15,280.25,4.9,98.3,8.82,8.67,0.15,5.54,8.88,1217.55,0.93,1.44,242.5
70716,07.05.2010 02:30:00,975.83,5.17,280.28,4.92,98.3,8.83,8.68,0.15,5.55,8.9,1217.25,0.39,0.68,279.8
70722,07.05.2010 03:30:00,976.24,5.25,280.33,4.99,98.2,8.88,8.72,0.16,5.58,8.94,1217.39,1.12,1.68,69.34
70728,07.05.2010 04:30:00,976.6,5.35,280.41,5.11,98.3,8.95,8.79,0.15,5.62,9.01,1217.36,0.78,1.24,147.1
70734,07.05.2010 05:30:00,976.72,5.02,280.06,4.73,98.0,8.74,8.57,0.17,5.47,8.77,1219.08,1.13,1.72,211.4
70740,07.05.2010 06:30:00,977.09,5.44,280.45,4.79,95.6,9.0,8.6,0.4,5.49,8.8,1217.71,1.26,2.2,157.7
70746,07.05.2010 07:30:00,977.45,5.76,280.74,4.66,92.6,9.2,8.52,0.68,5.44,8.72,1216.79,2.52,3.72,172.9
70752,07.05.2010 08:30:00,977.74,6.45,281.42,4.24,85.7,9.66,8.28,1.38,5.28,8.46,1214.24,3.14,4.48,174.5
70758,07.05.2010 09:30:00,978.26,6.5,281.42,4.05,84.3,9.69,8.17,1.52,5.21,8.35,1214.73,3.19,5.25,186.7
70764,07.05.2010 10:30:00,978.56,7.11,282.01,4.03,80.7,10.1,8.15,1.95,5.2,8.33,1212.47,3.18,4.93,194.6
70770,07.05.2010 11:30:00,979.07,7.79,282.65,3.84,76.0,10.59,8.04,2.54,5.13,8.22,1210.22,4.12,6.01,177.2
70776,07.05.2010 12:30:00,979.39,7.57,282.41,3.99,78.0,10.43,8.13,2.29,5.18,8.3,1211.52,4.91,6.49,166.9
70782,07.05.2010 13:30:00,979.86,7.47,282.27,4.26,80.0,10.36,8.28,2.07,5.28,8.46,1212.46,3.37,5.12,187.1
70788,07.05.2010 14:30:00,979.92,8.69,283.49,4.23,73.5,11.25,8.27,2.98,5.27,8.44,1207.3,4.59,8.09,199.9
70794,07.05.2010 15:30:00,980.33,8.07,282.83,4.05,75.7,10.79,8.17,2.62,5.2,8.33,1210.51,4.22,5.92,165.9
70800,07.05.2010 16:30:00,980.7,7.76,282.49,3.98,76.9,10.56,8.12,2.44,5.17,8.28,1212.33,3.69,5.0,220.6
70806,07.05.2010 17:30:00,980.87,7.78,282.5,3.83,76.0,10.58,8.04,2.54,5.11,8.2,1212.49,3.64,5.0,217.6
70812,07.05.2010 18:30:00,981.21,7.69,282.38,4.13,78.1,10.51,8.21,2.3,5.22,8.37,1213.22,2.73,4.08,193.1
70818,07.05.2010 19:30:00,981.56,7.28,281.94,4.18,80.6,10.22,8.24,1.98,5.24,8.39,1215.42,1.92,2.48,191.2
70824,07.05.2010 20:30:00,982.0,6.72,281.33,4.13,83.5,9.83,8.21,1.62,5.22,8.36,1218.43,1.72,1.96,217.9
70830,07.05.2010 21:30:00,982.12,6.11,280.71,4.0,86.3,9.43,8.14,1.29,5.17,8.29,1221.27,1.65,2.2,219.9
70836,07.05.2010 22:30:00,982.35,5.73,280.31,3.76,87.1,9.18,8.0,1.18,5.08,8.14,1223.27,0.68,1.52,209.2
70842,07.05.2010 23:30:00,982.51,5.54,280.11,3.67,87.7,9.07,7.95,1.12,5.05,8.09,1224.32,0.57,1.36,188.3
70848,08.05.2010 00:30:00,982.55,5.3,279.86,3.92,90.8,8.91,8.09,0.82,5.14,8.23,1225.39,0.48,0.84,215.3
70854,08.05.2010 01:30:00,982.49,5.33,279.9,3.87,90.3,8.93,8.06,0.87,5.12,8.21,1225.19,0.65,1.16,216.6
70860,08.05.2010 02:30:00,982.58,5.4,279.96,3.87,89.8,8.98,8.06,0.92,5.12,8.2,1224.99,0.8,1.28,198.1
70866,08.05.2010 03:30:00,982.43,5.19,279.76,4.01,92.1,8.84,8.14,0.7,5.17,8.29,1225.7,1.04,2.34,232.6
70872,08.05.2010 04:30:00,982.52,4.99,279.56,4.05,93.6,8.72,8.17,0.56,5.19,8.31,1226.65,1.85,3.0,142.9
70878,08.05.2010 05:30:00,982.81,4.66,279.21,3.89,94.7,8.53,8.07,0.45,5.13,8.22,1228.51,1.45,2.4,162.8
70884,08.05.2010 06:30:00,983.14,4.8,279.31,3.65,92.2,8.61,7.94,0.67,5.04,8.07,1228.39,1.32,2.48,165.3
70890,08.05.2010 07:30:00,983.4,7.29,281.8,4.01,79.6,10.23,8.14,2.09,5.17,8.28,1217.71,1.95,3.08,140.8
70896,08.05.2010 08:30:00,983.36,9.68,284.2,3.52,65.37,12.03,7.87,4.17,4.99,8.0,1207.5,2.79,4.2,200.3
70902,08.05.2010 09:30:00,983.49,10.92,285.44,3.65,60.73,13.07,7.94,5.13,5.04,8.07,1202.35,2.68,5.24,195.7
70908,08.05.2010 10:30:00,983.31,12.06,286.6,3.12,54.22,14.1,7.64,6.45,4.85,7.77,1197.46,1.79,4.16,222.1
70914,08.05.2010 11:30:00,983.41,12.22,286.75,3.29,54.31,14.25,7.74,6.51,4.91,7.87,1196.87,2.68,5.2,245.2
70920,08.05.2010 12:30:00,983.44,12.22,286.75,2.98,53.11,14.25,7.57,6.68,4.8,7.7,1196.98,3.56,5.82,207.4
70926,08.05.2010 13:30:00,983.78,11.46,285.95,2.99,55.9,13.55,7.58,5.98,4.8,7.7,1200.59,3.7,5.0,221.0
70932,08.05.2010 14:30:00,983.72,11.79,286.29,3.69,57.46,13.85,7.96,5.89,5.05,8.09,1198.95,2.58,5.12,217.5
70938,08.05.2010 15:30:00,983.33,13.17,287.71,4.25,54.6,15.17,8.28,6.89,5.25,8.42,1192.55,2.51,3.68,217.8
70944,08.05.2010 16:30:00,983.1,13.96,288.52,4.5,52.78,15.97,8.43,7.54,5.35,8.57,1188.92,2.15,4.44,218.1
70950,08.05.2010 17:30:00,983.0,12.88,287.45,3.89,54.27,14.88,8.08,6.8,5.13,8.22,1193.45,1.53,2.48,243.8
70956,08.05.2010 18:30:00,982.98,11.8,286.36,5.21,63.91,13.86,8.86,5.0,5.62,9.01,1197.59,0.79,1.86,248.3
70962,08.05.2010 19:30:00,983.34,11.18,285.71,5.06,65.9,13.3,8.77,4.54,5.56,8.91,1200.68,1.3,2.04,278.3
70968,08.05.2010 20:30:00,983.84,10.76,285.25,5.12,68.05,12.93,8.8,4.13,5.58,8.95,1203.06,1.22,1.9,346.5
70974,08.05.2010 21:30:00,984.18,10.37,284.83,5.56,72.0,12.6,9.07,3.53,5.75,9.22,1205.0,0.86,1.28,75.1
70980,08.05.2010 22:30:00,984.22,9.38,283.83,6.08,79.8,11.79,9.41,2.38,5.97,9.56,1209.12,0.41,0.84,284.1
70986,08.05.2010 23:30:00,984.23,8.29,282.73,4.78,78.5,10.95,8.6,2.35,5.45,8.74,1214.19,1.76,2.4,234.9
70992,09.05.2010 00:30:00,984.07,7.18,281.63,4.8,84.8,10.15,8.61,1.54,5.46,8.75,1218.8,0.92,1.36,220.2
70998,09.05.2010 01:30:00,983.84,6.06,280.53,4.33,88.6,9.4,8.33,1.07,5.28,8.46,1223.52,1.32,1.96,222.4
71004,09.05.2010 02:30:00,984.1,4.74,279.18,3.64,92.5,8.57,7.93,0.64,5.03,8.06,1229.84,0.57,0.88,174.2
71010,09.05.2010 03:30:00,983.89,4.47,278.93,3.7,94.7,8.41,7.97,0.45,5.05,8.1,1230.76,0.36,0.76,132.2
71016,09.05.2010 04:30:00,983.72,4.0,278.46,3.21,94.6,8.13,7.69,0.44,4.88,7.82,1232.8,0.57,0.76,209.4
71022,09.05.2010 05:30:00,983.6,4.32,278.79,3.61,95.1,8.32,7.91,0.41,5.02,8.05,1231.11,0.83,1.34,183.0
71028,09.05.2010 06:30:00,983.66,6.09,280.56,5.0,92.7,9.41,8.73,0.69,5.54,8.87,1223.0,0.56,1.12,208.3
71034,09.05.2010 07:30:00,983.59,7.77,282.26,5.02,82.7,10.57,8.74,1.83,5.55,8.89,1215.58,1.46,2.12,148.2
71040,09.05.2010 08:30:00,983.44,11.39,285.91,6.21,70.4,13.49,9.5,3.99,6.03,9.66,1199.58,1.36,2.16,160.1
71046,09.05.2010 09:30:00,982.93,14.56,289.14,6.92,60.07,16.6,9.97,6.63,6.33,10.14,1185.53,0.82,2.12,146.8
71052,09.05.2010 10:30:00,982.52,16.07,290.69,3.13,41.83,18.29,7.65,10.64,4.86,7.79,1179.9,1.93,4.0,134.2
71058,09.05.2010 11:30:00,982.05,15.71,290.37,3.45,43.8,17.88,7.83,10.05,4.97,7.97,1180.73,1.16,2.52,120.4
71064,09.05.2010 12:30:00,981.44,16.21,290.92,4.12,44.45,18.46,8.2,10.25,5.22,8.36,1177.78,1.45,3.56,355.1
71070,09.05.2010 13:30:00,981.15,16.07,290.81,4.22,45.17,18.29,8.26,10.03,5.25,8.42,1177.98,0.82,1.48,205.4
71076,09.05.2010 14:30:00,981.26,14.24,288.96,5.95,57.37,16.26,9.33,6.93,5.93,9.51,1185.12,4.75,7.89,228.7
71082,09.05.2010 15:30:00,981.22,11.75,286.46,7.84,76.9,13.81,10.62,3.19,6.76,10.83,1194.83,1.54,2.52,334.3
71088,09.05.2010 16:30:00,980.82,10.4,285.13,8.67,89.0,12.63,11.24,1.39,7.16,11.46,1199.74,1.21,2.06,264.6
71094,09.05.2010 17:30:00,980.54,11.45,286.21,8.92,84.4,13.54,11.43,2.11,7.28,11.66,1194.89,1.26,1.6,228.9
71100,09.05.2010 18:30:00,980.39,10.88,285.65,9.34,90.2,13.04,11.76,1.28,7.5,12.0,1196.95,1.41,2.28,107.0
71106,09.05.2010 19:30:00,980.4,10.2,284.97,9.11,92.9,12.46,11.58,0.88,7.38,11.81,1199.92,0.82,1.08,206.3
71112,09.05.2010 20:30:00,980.53,9.87,284.63,8.87,93.5,12.19,11.39,0.79,7.26,11.62,1201.56,1.12,1.8,263.9
71118,09.05.2010 21:30:00,980.29,9.83,284.61,8.96,94.3,12.15,11.46,0.69,7.3,11.69,1201.4,0.93,1.12,41.69
71124,09.05.2010 22:30:00,980.2,9.71,284.49,8.6,92.8,12.06,11.19,0.87,7.13,11.41,1201.93,1.01,1.36,337.7
71130,09.05.2010 23:30:00,979.99,9.19,283.99,8.17,93.3,11.64,10.86,0.78,6.92,11.08,1204.04,1.34,2.28,337.6
71136,10.05.2010 00:30:00,980.14,8.57,283.35,7.63,93.8,11.16,10.47,0.69,6.67,10.68,1207.05,2.12,3.16,253.5
71142,10.05.2010 01:30:00,979.79,8.89,283.7,8.12,94.9,11.41,10.83,0.58,6.9,11.05,1205.09,0.41,0.96,79.0
71148,10.05.2010 02:30:00,979.57,8.87,283.7,8.11,95.0,11.39,10.82,0.57,6.9,11.05,1204.9,1.1,1.72,55.87
71154,10.05.2010 03:30:00,979.39,8.62,283.46,7.73,94.1,11.2,10.54,0.66,6.72,10.76,1205.88,1.25,2.48,23.65
71160,10.05.2010 04:30:00,979.33,8.3,283.15,7.52,94.8,10.96,10.39,0.57,6.63,10.61,1207.25,2.24,3.04,33.35
71166,10.05.2010 05:30:00,979.66,8.44,283.26,7.63,94.6,11.06,10.47,0.6,6.67,10.68,1207.02,0.81,1.92,332.7
71172,10.05.2010 06:30:00,980.14,8.5,283.28,7.53,93.6,11.11,10.4,0.71,6.63,10.61,1207.39,1.84,3.16,18.13
71178,10.05.2010 07:30:00,980.26,8.49,283.26,7.5,93.5,11.1,10.38,0.72,6.61,10.59,1207.59,3.26,4.56,41.51
71184,10.05.2010 08:30:00,980.62,8.46,283.2,7.55,94.0,11.08,10.42,0.66,6.63,10.62,1208.14,3.11,5.13,47.73
71190,10.05.2010 09:30:00,980.86,8.28,283.0,7.44,94.4,10.95,10.33,0.61,6.58,10.53,1209.25,2.88,4.69,26.88
71196,10.05.2010 10:30:00,981.27,7.93,282.61,6.98,93.7,10.69,10.01,0.67,6.37,10.2,1211.42,3.12,4.4,29.11
71202,10.05.2010 11:30:00,981.38,7.52,282.19,6.85,95.5,10.39,9.92,0.47,6.31,10.11,1213.36,2.89,5.41,23.21
71208,10.05.2010 12:30:00,981.75,7.46,282.1,6.67,94.7,10.35,9.8,0.55,6.23,9.98,1214.14,3.85,5.25,30.75
71214,10.05.2010 13:30:00,981.74,7.97,282.62,6.34,89.4,10.72,9.58,1.14,6.09,9.76,1212.03,4.02,5.85,40.65
71220,10.05.2010 14:30:00,981.85,8.11,282.75,6.2,87.7,10.82,9.49,1.33,6.03,9.66,1211.61,4.38,5.77,34.02
71226,10.05.2010 15:30:00,982.07,8.32,282.94,6.22,86.6,10.97,9.5,1.47,6.04,9.68,1210.97,3.09,4.48,33.06
71232,10.05.2010 16:30:00,982.03,9.21,283.84,6.45,82.8,11.66,9.65,2.01,6.14,9.83,1207.03,2.62,3.88,48.54
71238,10.05.2010 17:30:00,982.21,9.0,283.61,6.41,83.8,11.49,9.63,1.86,6.12,9.81,1208.16,3.5,4.93,30.53
71244,10.05.2010 18:30:00,982.44,8.58,283.17,6.16,84.7,11.17,9.46,1.71,6.01,9.63,1210.33,3.48,4.57,34.4
71250,10.05.2010 19:30:00,982.85,8.28,282.84,6.18,86.6,10.95,9.48,1.47,6.02,9.64,1212.12,2.91,4.0,40.89
71256,10.05.2010 20:30:00,983.04,8.13,282.67,6.12,87.1,10.83,9.44,1.4,5.99,9.6,1213.02,2.83,4.12,33.71
71262,10.05.2010 21:30:00,983.19,7.97,282.5,6.24,88.8,10.72,9.52,1.2,6.04,9.68,1213.86,2.27,3.52,27.32
71268,10.05.2010 22:30:00,983.34,7.84,282.35,5.88,87.4,10.62,9.28,1.34,5.89,9.44,1214.71,2.0,3.24,48.49
71274,10.05.2010 23:30:00,983.37,7.64,282.15,6.03,89.5,10.48,9.38,1.1,5.95,9.54,1215.57,1.18,2.28,57.1
71280,11.05.2010 00:30:00,983.37,7.34,281.85,6.22,92.6,10.26,9.5,0.76,6.03,9.67,1216.81,1.62,2.28,41.57
71286,11.05.2010 01:30:00,983.2,7.1,281.62,6.14,93.6,10.1,9.45,0.65,6.0,9.61,1217.67,2.75,4.73,40.12
