V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,F1,F2,F3,F4,F5,F6
Y4315,134.9191667,168.6441667,162.95,174.3458333,211.1008333,317.8208333,409.7983333,528.9216667,793.0866667,691.8125,738.5808333,845.8125,968.5383333,973.0116667,1014.940833,1136.328333,1195.415833,1225.328333,1207.583333,,,,,,
Y4316,3838.9,4069.766667,4100.483333,4502.941667,4869.666667,4563.1,4613.941667,4412.1,4502,4904.258333,4916.541667,5073.366667,4986.616667,5308.041667,4973.05,,,,,,,,,,
Y4317,902.725,1220.25,1350.325,1462.291667,1173.891667,870.175,906.2916667,819.425,854.3,996.05,1238.216667,1519.558333,1588.658333,1897.858333,1998.625,,,,,,,,,,
Y4318,418.7833333,576.05,691.6666667,761.6666667,1056.666667,1327.416667,2088.833333,2416.833333,2582.333333,3147.333333,3326.833333,3608.916667,4222.5,4959.666667,4797.583333,4768.233333,5163.975,5523.825,5450.275,,,,,,
Y4319,8310.833333,9130,8938.333333,9592.5,9249.166667,3796.666667,5481.666667,5410,8548.333333,10363.33333,8438.333333,7310,7599.166667,7933.333333,8536.666667,8573.333333,,,,,,,,,
Y4320,3138.583333,3556.666667,4862.25,5478.5,5599.083333,5305.666667,4707,4067.333333,4703.166667,5868.833333,6220.5,7525.166667,8553,8267.75,6967.666667,6127.25,5152,5595.666667,5903.416667,,,,,,
Y4321,1867.127252,1974.892992,2057.116257,2048.265385,2011.086866,1932.399094,1965.490165,2034.371127,2168.900852,2190.257234,2220.846782,2345.135619,2426.689014,2523.396675,2635.874868,2703.675144,2834.692636,2894.05054,2997.655,,,,,,
Y4322,1110.566177,1198.718785,1275.87942,1319.77737,1371.65044,1417.58402,1495.209926,1509.813073,1530.994862,1549.168162,1514.881541,1654.317651,1565.29846,1615.717213,1687.528216,1813.009603,1896.605733,2000.999389,2077.855064,,,,,,
Y4323,693.1101388,724.9038164,773.0712262,838.1185549,876.6669643,906.7675,900.0675,901.765,950.8475,1002.225,1060.6825,1143.7875,1194.99,1305.2325,1389.155,1474.1475,1565.4125,1570.795,,,,,,,
Y4324,98.9275,105.1275,104.7541667,102.5691667,114.9108333,116.555,119.875,126.735,133.815,145.2741667,155.9508333,169.7925,195.195,209.255,226.9375,240.31,263.5033333,296.95,381.7333333,,,,,,
Y4325,1731,1833.3,1913.2,1973.4,1994.8,2128.4,2335.7,2434.6,2580.8,2508.2,2719.6,2599.1,3030.2,3193.9,3626.6,3625.1,3542.4,3516,3760.3,,,,,,
Y4326,275.8,290,326.4,357.7,416.3,461.4,507.7,576.1,598.5,662.8,704.4,776.5,889.9,918.9,1002.2,1080.6,1171.4,1220.5,1267.3,,,,,,
Y4327,198.8,235.5,262.7,289.4,317.4,352.2,380.5,438.1,471.5,541.3,603,650.3,696.1,728.4,785.5,872.4,929.7,1001.5,1028.3,,,,,,
Y4328,262.1,258.9,278.3,310,360.5,365.5,429.8,465.8,499.8,561.1,606.8,675.5,734.6,762.9,799.4,891.3,978,993.1,1053.4,,,,,,
Y4329,180.8,216.1,238.4,274.9,318.5,334.4,345,404.8,443,475.3,529.3,545.2,611.8,627.9,701.3,697.3,757.6,813.2,799.6,,,,,,
Y4330,257.3,268.7,286.9,315.2,355.7,366.5,425.4,463,520.9,570,629.6,728.1,755.4,803.7,904.6,975.6,1024.1,1082.1,1087,,,,,,
Y4331,939.65,1100.33,1216.87,1114.14,1232.09,1393.92,1552.61,1730.26,1977.15,2268.69,2554.53,2727.44,3290.4,3571.03,3888.68,4412.63,4766.92,5149.26,5399.7,,,,,,
Y4332,861.43,941.72,1038.29,1158.19,1298.81,1386.62,1530.06,1698.27,1894.36,2152.16,2391.53,2499.03,2902.47,2986.69,3248.25,3515.74,3681.39,3931.04,3992.23,,,,,,
Y4333,266.98,278.9,304.39,364.49,427.99,447.05,533.62,560.66,623.41,727.6,743.06,794.53,964.29,970.15,1095.46,1291.55,1246.71,1362.55,1344.13,,,,,,
Y4334,934.24,944.38,1039.76,1235.27,1501.07,1595,1948.55,2202.53,2455.27,2929.9,3287.81,3583.86,4022,4122.44,4313.84,4914.63,5215.27,5353.14,5818.04,,,,,,
Y4335,85.614,93.613,106.799,124.998,144.856,162.497,177.883,207.887,226.775,265.776,306.682,340.188,368.541,395.442,428.927,478.026,524.154,564.065,599.108,,,,,,
Y4336,273.035,282.865,310.937,349.047,386.527,424.51,470.669,513.115,587.106,667.927,749.17,818.238,911.313,924.41,982.538,1074.112,1128.573,1175.517,1247.348,,,,,,
Y4337,228.8,262.7,288.1,296.3,347.3,359.1,421.1,488.8,524.8,595.7,649.7,693.1,759.5,794.2,879.6,948.3,979,1008.8,1047,,,,,,
Y4338,386.96,425.16,463.63,485.71,574.57,613.49,730.98,850.61,917.58,1059.37,1190.31,1306.38,1441.16,1523.4,1670.98,1817.02,1874.78,1913.45,1948.49,,,,,,
Y4339,590.61,630.78,701.6,817.25,979.83,1044.09,1217.4,1379.89,1545.77,1846.59,2043.39,2289.13,2578.21,2603.38,2777.51,2904.06,3032.87,3148.29,3196.72,,,,,,
Y4340,568.92,633.91,702.3,765.72,936.71,967.05,1071.16,1199.04,1227.14,1464.73,1648.67,1572.52,1916,1899.36,2001.65,2307.09,2362.23,2477.05,2579.75,,,,,,
Y4341,123.9,181.2,210.5,234.5,263.9,258.5,287.3,344,347.7,433.8,507.4,483.3,561.1,611.5,639.2,688.8,735.5,804.7,862.9,,,,,,
Y4342,162.19,191.17,216.76,239.93,279.28,275.09,308.22,377.98,376.09,475.33,550.07,533.41,621.81,673.13,708.7,754.04,794.01,851.17,894.87,,,,,,
Y4343,204.6,239.1,261.6,266.2,317.8,337.9,360.7,428.7,489.4,574.8,638.9,692.5,764.5,790.6,868.4,970.7,1040.7,1060,1103.4,,,,,,
Y4344,191.02,210.801,236.982,260.126,284.649,315.679,347.968,399.329,440.154,503.307,564.98,628.668,703.557,731.135,771.872,837.99,892.761,946.092,1000.789,,,,,,
Y4345,236.6,278.1,285.9,292.9,339.8,343.6,401.9,432.2,464,507.8,611.6,654.4,734.5,748.2,771.9,891.4,967.5,1029.3,1036.2,,,,,,
Y4346,273.7,275.5,304.2,342.4,373.5,392.8,433.7,486.3,546.3,610.1,657.1,736.9,796.1,831.2,919.6,1006.6,1070.7,1113.3,1187.9,,,,,,
Y4347,152.916,168.756,188.289,212.798,241.228,270.356,300.888,340.316,392.581,451.924,499.305,564.563,619.211,656.628,727.625,808.206,869.135,921.58,982.202,,,,,,
Y4348,212.8,245,269,289.2,322,348,353,383.4,409.3,457,514.1,556.4,598.1,634,710.7,788.3,848.8,888.7,915.6,,,,,,
Y4349,547.37,609.9,679.82,740.2,822.56,894.59,925.88,1024.92,1107.37,1234.7,1366.71,1490.38,1589.13,1674.05,1847.15,2010.87,2154.12,2250.2,2344.1,,,,,,
Y4350,386,415.6,453.5,490.9,524.4,569.3,604.8,662.8,716.7,802.5,868.8,949.4,1051.5,1140.5,1242.4,1389.1,1506.6,1603.2,1714.8,,,,,,
Y4351,867.541,948.701,1025.486,1133.908,1270.75,1452.125,1663.165,1884.747,2098.142,2365.07,2607.497,2970.557,3291.749,3448.944,3582.811,3849.676,4156.256,4344.717,4508.031,,,,,,
Y4352,562.116,620.775,704.085,813.967,911.115,1023.232,1105.844,1218.523,1338.935,1510.061,1650.27,1833.129,2039.484,2170.094,2379.76,2607.581,2812.041,3002.198,3212.086,,,,,,
Y4353,247.24,274.423,296.804,323.573,357.062,392.03,447.672,494.683,551.077,624.996,703.337,756.441,847.467,898.45,981.038,1114.806,1224.126,1307.463,1396.834,,,,,,
Y4354,572.43,625.18,692.79,787.88,875.41,983.55,1081.91,1188.1,1285.4,1503.63,1683.73,1768.61,2020.57,2096.78,2228.57,2467.22,2696.56,2852.48,3000.27,,,,,,
Y4355,208.3,223.8,222.9,272.9,320.3,334.4,400.3,440.8,487.7,552.7,579.7,639.3,731.7,793.8,822.6,874.2,935.4,1006.6,1082.7,,,,,,
Y4356,391.05,410.67,414.63,500.55,607.71,641.67,772.35,863.16,957.84,1100.98,1151.46,1285.46,1477.64,1607.09,1641.96,1753.99,1849.88,1980.28,2119.47,,,,,,
Y4357,288.5,296.7,338.5,377.8,425.8,466.4,521.7,582.8,624.1,699.3,806.8,889.7,981.9,1065.5,1168.8,1301.5,1422,1481.4,1564.5,,,,,,
Y4358,67.504,72.804,84.681,100.291,116.743,133.64,160.331,183.015,208.703,240.235,270.204,304.32,330.881,346.573,372.193,412.441,442.268,482.085,514.68,,,,,,
Y4359,161.5,195.8,224,253.4,294.5,327.3,346.8,398.4,394.6,472.8,537.7,542.1,606.3,641.2,704.1,731.1,794.3,800.3,833.2,,,,,,
Y4360,290.61,327.4,354.4,417.86,491.54,541.36,585.19,683.54,677.94,816.36,907.52,918.54,1034.14,1090.27,1195.54,1252.39,1359.99,1366.36,1409.32,,,,,,
Y4361,887.97,924.03,1005.04,1136.21,1296.73,1421.1,1551.52,1802.12,2004.76,2249.07,2510.14,2860.37,3117.07,3215.87,3534.65,3838.35,4118.48,4469.93,4744.93,,,,,,
Y4362,137.609,154.394,175.493,204.971,235.559,259.724,301.497,333.617,373.981,418.434,483.058,533.92,569.318,624.489,658.081,715.867,764.451,784.177,833.3,,,,,,
Y4363,307.9,316.77,327.15,356.96,413.76,440.13,469.33,534.62,588.32,681.01,782.78,816.68,902.27,957.37,1053.41,1050.17,1111.78,1107,1150.99,,,,,,
Y4364,3260,3300,3340,3390,3400,3540,3580,3710,3780,3880,3850,3720,3690,3740,3830,3820,3880,3950,3890,,,,,,
Y4365,319.3,341.1,369.6,407.6,452.3,505.6,558.8,611.9,665.8,739.9,819.9,898.3,976.4,1037.7,1101.2,1203.2,1293.3,1360.7,1432.6,,,,,,
Y4366,385.8,379.1,401.9,428.4,481.4,513.3,536.9,579.8,638.2,693.3,739,811,905.8,975.1,1039.4,1150.8,1230.4,1306.6,1378,,,,,,
Y4367,8090,8070,8270,8570,8930,9260,9690,10000,10190,10320,10250,9940,9780,9850,9830,9970,9990,9910,9840,,,,,,
Y4368,5680,5760,5920,6110,6420,6630,6990,7230,7420,7570,7550,7420,7480,7720,7760,7960,8110,8200,8210,,,,,,
Y4369,1190,1140,1160,1190,1250,1300,1380,1440,1440,1470,1470,1350,1350,1400,1380,1360,1400,1410,1360,,,,,,
Y4370,275.8,290,326.4,357.7,416.3,461.4,507.7,576.1,598.5,662.8,704.4,776.5,889.9,918.9,1002.2,1080.6,1171.4,1220.5,1267.3,,,,,,
Y4371,1690,1810,1950,2130,2360,2600,2770,2940,3160,3350,3450,3600,3670,3750,3920,4130,4370,4600,4660,,,,,,
Y4372,307.5,333.5,348.5,370.9,409.4,434.6,493.1,536.8,587.9,652,735.4,792.1,888.7,930.9,998.8,1127,1219.6,1285.4,1340.7,,,,,,
Y4373,4190,4200,4170,4270,4320,4520,4590,4700,4890,5000,5040,4980,4750,4620,4750,4830,4840,4980,4920,,,,,,
Y4374,281.3,308.2,337.6,365.5,396.2,438.8,472.7,538.9,583.6,660.7,721.2,792.9,873.2,913.9,957.4,1039.9,1102.7,1168.6,1236.9,,,,,,
Y4375,4000,4050,4160,4290,4420,4660,4690,4650,4440,4370,4440,4280,4080,4030,4120,4350,4470,4540,4430,,,,,,
Y4376,2360,2410,2520,2620,2740,2890,2970,2990,2930,2910,2950,2960,2960,2990,3060,3250,3390,3420,3290,,,,,,
Y4377,365.4,395.6,432.6,465.3,498.9,540.6,575.2,631.2,683.6,765.1,837.5,911.8,1015.1,1096.5,1187.1,1335.3,1450.1,1540.4,1641.8,,,,,,
Y4378,1440,1440,1480,1510,1540,1610,1700,1770,1840,1940,1960,2050,2090,2180,2230,2260,2240,2320,2290,,,,,,
Y4379,3330,3320,3360,3500,3640,3790,3850,3980,4050,4080,4140,4010,3920,3770,3790,3880,4000,4130,4130,,,,,,
Y4380,312.9,342.5,383.4,427.3,472,512.3,549.7,605.5,652.4,731.9,799.6,868.8,949.8,1010.4,1102.2,1200.8,1290.5,1362.3,1442.3,,,,,,
Y4381,3235.6,3478.2,3135.6,3323.3,3310.3,3600.6,3929.8,4061.2,4180.2,4293.1,4536.7,4795.4,5277.9,4799.4,5069.2,5139.6,5284.7,5736.3,5277.4,,,,,,
Y4382,7032.7,7309,6471.9,6635.2,6375.3,6647.6,6914.4,6894.7,6921.3,6936.7,7180.4,7411.3,7941.9,7069.2,7366.8,7313.5,7273.3,7679.3,6952.7,,,,,,
Y4383,1580,1630,1710,1730,1780,1770,1740,1860,1980,2000,2060,2080,2110,2070,2080,2090,2140,2160,2190,,,,,,
Y4384,902.4,1110.5,1250.5,1271.5,1335.2,1231.8,1607,1645.5,1504.3,1863.2,1837.6,1828.1,2236.2,2205.7,2174.5,2218.2,2280.2,2338.4,2474.7,,,,,,
Y4385,321.7,292,330.5,367.6,587.9,542.2,675.1,768.5,755.1,781.8,837.7,957.2,1067,1213.6,1239.2,1259.1,1351.3,1306.5,1361.9,,,,,,
Y4386,380.29,464.18,517.42,605.56,656.04,702.85,769.63,838.28,822.73,903.22,1045.75,1156.05,1098.23,1128.85,1200.84,1203.56,1254.53,1223.61,1290.83,,,,,,
Y4387,1051.4,1051,1181.4,1326,1292.5,1325.9,1369.7,1389.6,1239.2,1383.8,1408.5,1747.5,1772.8,1809.7,1836.9,2016,2030.8,2045.8,2124.6,,,,,,
Y4388,1245.8,1576.3,1644.2,1850.1,1740.8,1670.5,2014.1,2049,1979.5,2286.4,2711.4,2387.1,2441,2635,2611.8,2669.8,2652.9,2733.3,2851.6,,,,,,
Y4389,187.9,234.9,247.5,274.1,470.3,383.8,430.1,507.8,436.6,475.7,503.6,613.2,689.5,783,710.9,756.8,865,963.8,938.1,,,,,,
Y4390,734.2,918.5,975.2,1116.5,2017.1,1715,2007,2369.4,2033,2214.7,2359.7,2848.7,3148.3,3756.8,3575.8,3880.9,4530.8,5142.8,5165.9,,,,,,
Y4391,893,906,909,942,981,995,1006,1042,1087,1114,1148,1185,1216,1238,1265,1297,1323,1338,1359,,,,,,
Y4392,1420,1430,1470,1500,1680,1750,1770,1830,1830,1880,1960,1940,1980,2000,2020,2060,2070,2080,2090,,,,,,
Y4393,59.8,51.8,43,32.1,30.9,36.2,41.6,46.2,50.5,47.9,49.1,50.6,64.9,95.3,104.5,107.6,114.9,113.2,119.9,,,,,,
Y4394,804.61,888.64,1008.78,1164.87,1310.86,1436.01,1609.51,1822.94,1977.69,2567.16,2667.34,2754.55,2861.15,3048.6,3312.85,3755.86,3825.99,4150.57,4392.84,,,,,,
Y4395,388.1,410.3,461.2,492.9,525.9,551.9,573.9,611.9,649.8,716.7,744.2,843.6,917.7,965.3,1046.3,1128.8,1179.2,1215.4,1262.7,,,,,,
Y4396,302.9,326.9,356.8,396.3,441.9,453.5,475.7,538.9,570.7,658.4,704.3,787.9,848,886.3,947.8,1027,1112.1,1184.2,1226.9,,,,,,
Y4397,252.7,293.2,298,357.5,425.7,430.8,483,493.9,549.3,604.2,678.7,742.7,878.1,858.2,884.9,977.3,1039.6,1071.3,1123.5,,,,,,
Y4398,730.26,866.7,923.07,1115.91,1374.11,1421.31,1571.62,1673.46,1883.94,2153.72,2475.4,2768.31,3338.3,3340.39,3420.54,3673.78,3879.73,4089.79,4339.89,,,,,,
Y4399,397.93,481.23,513.91,593.45,775.55,837.26,775.28,934.21,985.43,1141.47,1292.63,1464.76,1656.36,1616.78,1714.27,1922.92,1895.37,2013.75,2188.8,,,,,,
Y4400,340.5,397.9,372.7,429.6,516.4,508.3,540.9,578.6,578.5,652.7,749.3,837.4,984.1,718.1,890.1,959.9,950.4,1030.9,1069.7,,,,,,
Y4401,681.6,736.3,868.7,927.9,1116,1253.6,1264.9,1328.3,1332.5,1316.3,1442.3,1391.9,1453.3,1451.8,1477.7,1478.3,1616.8,1593.9,1773.2,,,,,,
Y4402,388.6,427.6,462.7,502.1,546.5,585.3,609.7,669.3,734.9,840.9,954,1060.6,1178.1,1221.4,1314.5,1441.3,1539,1625.2,1686.2,,,,,,
Y4403,367.5879,419.0569,474.8981,545.9248,632.1262,712.5938,764.5044,856.7058,977.3484,1167.9328,1389.8764,1612.9522,1844.9143,1968.7805,2187.2744,2503.4676,2814.4489,3096.7498,3357.9123,,,,,,
Y4404,91.852,102.056,118.068,135.205,162.506,180.926,209.221,228.511,266.75,327.165,396.233,459.465,513.947,543.441,607.164,710.206,805.919,902.925,997.913,,,,,,
Y4405,125.3132,144.274,166.2951,189.148,215.1284,239.9946,261.737,286.8036,317.3674,366.108,430.1153,495.0869,575.309,610.3099,662.8832,730.9341,798.4023,868.583,922.6712,,,,,,
Y4406,209.11,234.33,271.01,295.512,321.946,412.284,428.44,481.782,516.461,577.349,700.095,788.574,860.161,897.307,857.377,972.167,1074.761,1136.319,1289.346,,,,,,
Y4407,2290,2380,2520,2560,2650,2730,2860,2930,2950,3060,3250,3280,3330,3360,3490,3650,3740,3830,3790,,,,,,
Y4408,1730,1800,1850,1940,2070,2170,2300,2380,2460,2580,2780,2730,2830,3070,3180,3370,3600,3580,3450,,,,,,
Y4409,383.1,420.4,455.1,493.9,538.3,580.4,601.3,661.2,723.5,826.5,940.3,1044.1,1161.3,1197.9,1286.1,1412.4,1507,1592.2,1654.8,,,,,,
Y4410,865.5,855.3,865.1,910.8,980.3,1057.8,1142,1210.7,1274.8,1335,1382,1394.2,1384.8,1405.2,1464.9,1564.2,1657.2,1679.4,1624.5,,,,,,
Y4411,667.7,665.5,675.8,711.9,761.9,817.1,886,943.8,993.9,1051.9,1095.3,1110.5,1119.1,1143.1,1189.5,1261.8,1334.8,1369.8,1351.8,,,,,,
Y4412,2211,2133,2111,2177,2367,2534,2697,2839,2966,3106,3212,3242,3253,3287,3403,3616,3788,3910,3830,,,,,,
Y4413,2890,2760,2650,2620,2740,2870,2860,3080,3190,3300,3270,3200,3140,3180,3430,3730,3940,4080,3990,,,,,,
Y4414,3990,4110,4070,4250,4520,4640,4920,5100,5340,5720,5740,5860,5910,5930,6050,6250,6490,6740,6690,,,,,,
Y4415,5560,5530,5380,5940,6320,6370,7100,8210,8900,9300,9380,9680,9870,10250,10540,11120,11580,11570,11080,,,,,,
Y4416,344.5,381.8,420.8,450,499.5,520.1,588.6,590.6,637.1,717.6,783.7,897.4,1005.2,1018.5,1081.8,1180.6,1275,1322,1355.4,,,,,,
Y4417,2190,2290,2470,2770,3050,3210,3310,3570,3730,3810,4010,4080,4230,4290,4540,4890,5300,5310,5020,,,,,,
Y4418,1538,1579,1634,1701,1794,1843,1882,1941,2020,2094,2165,2136,2138,2171,2267,2345,2461,2520,2497,,,,,,
Y4419,3406.8,3667.1,3865.9,3758.9,3884.9,3957,4009.1,3978.6,3954.2,3722.6,4046.2,3989.5,4081.3,3853.5,4020.4,4223.7,4087.2,4463.1,4266.8,,,,,,
Y4420,730.3,841.33,848.88,958.34,1358.94,1610.3,1431.58,1478.7,1513.77,2085.73,1958.53,1964.84,2347.88,2376.44,2430.57,2703.21,2742.2,2796.53,2715.38,,,,,,
Y4421,626.87,720.25,790.22,835.89,1004.81,1087.53,1172.53,1336.69,1503.52,1779.65,1922.28,1955.89,2275.06,2263.03,2369.36,2741.63,2810.4,2721.62,2907.73,,,,,,
Y4422,398.01,460.5,543.68,629.67,784.48,929.84,1093.42,1291.39,1459.19,1671.51,1849.94,2189.23,2507.93,2729.21,3034.15,3295,3582.73,3921.02,3995.22,,,,,,
Y4423,232.9,268.9,270.8,294.2,368.7,441,431,439.1,494.5,657.6,599.9,610.5,786.1,783.1,778.7,896.2,933,937.1,999,,,,,,
Y4424,218.7,227.3,258.7,290.3,335.9,339.2,397.2,444.6,470.6,536.1,595.1,668.6,756.7,804,863.8,953.5,1033.3,1121.3,1148.9,,,,,,
Y4425,151.44,149.35,169.62,186.86,220.81,248.8,281.75,319.51,361.67,415.47,482.96,547.51,593.69,602.17,625.46,678.57,711.53,789.49,784.2,,,,,,
Y4426,629.87,657.83,706.23,791.1,889.56,1004.75,1164.9,1293.64,1426.37,1638.92,1776.64,2043.87,2311.27,2453.97,2611.44,2841.29,2996.96,2952.41,3031.54,,,,,,
Y4427,139.626,156.513,172.258,193.118,221.404,248.859,286.826,318.865,359.407,435.582,450.604,475.506,532.764,560.363,590.763,668.089,710.151,744.751,802.227,,,,,,
Y4428,223.55,238.33,270.17,303.31,361.58,406.27,432.5,497.13,544.45,615.9,685.75,760.04,811.22,868.45,926.09,994.48,1041.96,1068.38,1116.62,,,,,,
Y4429,222.4,246,271.1,317.6,398.8,437.4,438.5,495.1,534.7,572.1,643.7,612.8,741,745.2,729,869.1,866.2,836.9,948.8,,,,,,
Y4430,279.3,284.3,308.7,351.1,393.6,428.2,493.8,536.1,580.7,674.9,735.7,797.1,872.8,930.7,1020.1,1110.2,1181.1,1244.7,1257,,,,,,
Y4431,191.3,212.6,221,266.4,293.4,319.6,345,375,408.8,478.3,538.1,565.8,624.7,655.9,676.4,723.4,790.4,835.9,851.6,,,,,,
Y4432,288.98,303.09,346.64,408.27,464.58,532.94,565.94,630.93,685.91,794.6,913.95,1027.39,1101.65,1147.31,1239.43,1354.77,1455.72,1555.33,1614.07,,,,,,
Y4433,234.5,270.4,289.9,321.1,375.5,428.1,442.5,484.8,520.8,632.7,615.6,660.1,783,822.3,855.2,964.4,974.8,984.1,1023.3,,,,,,
Y4434,601.03,641.41,725.92,797.98,926.96,1054.98,1051.48,1214.85,1374.74,1555.29,1731.67,1955.2,2102.44,2110.3,2316.37,2588.92,2643.03,2665.1,2680.22,,,,,,
Y4435,264.8,260.8,304.3,333.1,409.6,415.7,494.9,529.3,587.2,674.2,703.9,740.7,806.1,871.2,938,1076.5,1117.9,1215,1213.9,,,,,,
Y4436,251.3,267.7,289.7,324.8,397.1,428.3,465.8,515.3,548.1,604.1,673.8,702.2,814.4,863.5,877,969.1,1032.6,1092.2,1119.7,,,,,,
Y4437,565.39,612.87,688.17,795.8,977.62,1060.95,1156.03,1337.88,1501.27,1720.47,1951.15,2126.49,2505.86,2708.47,2776.23,3063.57,3239.17,3432.04,3517.04,,,,,,
Y4438,217.5,239.5,264.9,303.7,349,360.7,405.6,441.7,477,554.8,612.4,679.1,761.9,807.8,844.7,909.9,967.5,1031.8,1052.4,,,,,,
Y4439,268.6,291,322.1,348.4,397.6,426.8,470.2,521.2,575.7,644.1,708.2,771.9,841.3,865.5,925.4,1001.3,1060.6,1146.7,1167,,,,,,
Y4440,363.21,421.24,427.99,490.87,653.21,813.22,799.14,822.14,892.13,1198.11,1239.22,1236.12,1446.87,1482.44,1492.63,1673.02,1768.32,1691.38,1765.27,,,,,,
Y4441,275.6,285.2,290,329.7,345.6,387.3,410,482.8,489.4,578.9,721.3,706.5,780.8,846.1,899.5,992.3,1034,1087.9,1120.8,,,,,,
Y4442,377.38,406.09,485.19,554.66,639.8,693.5,790.54,882.09,962.77,1071.22,1187.43,1351,1499.34,1599,1677.85,1856.09,1962.68,2097.53,2127.26,,,,,,
Y4443,216.14,213.45,246.43,304.93,373.64,378.14,471.16,489.19,500.95,586.61,639.73,701.25,816.19,823.95,890.24,1049.93,1143.61,1251.37,1301.18,,,,,,
Y4444,299.3,311.3,321.1,349.2,384.9,423.7,452.3,513,570.9,646.9,723.9,783.5,866.2,932.9,963.7,1073.2,1114.8,1119.6,1139,,,,,,
Y4445,996.27,1042.34,1109.16,1218.07,1346.03,1488.79,1645.65,1877.57,2086.41,2357.57,2706.17,2966.85,3308.64,3591.65,3758.62,4191.42,4310.43,4379.78,4466.68,,,,,,
Y4446,318.04,363.81,377.25,402.58,568.63,639.67,622.54,647.18,742.15,827.7,899.46,811.08,977.07,933.48,943.8,1070.89,1141.92,1053.11,1085.44,,,,,,
Y4447,982.4,1090.5,1216.3,1449.7,1661,1864.9,2083.1,2374.7,2629,3130.9,3504.3,3963.2,4350.4,4621.9,4995.3,5384.4,5741.4,5846.8,6193.2,,,,,,
Y4448,266.4,278.1,297.7,327,369,411.6,439.8,491.2,534.8,595,661.8,732.7,800.1,851.5,960.4,1037.8,1089.8,1118.5,1167.2,,,,,,
Y4449,168.6,192,213.4,243.7,309.1,323.9,364.3,382.9,410.3,473.9,510.6,584.4,636.6,677,724.9,824.2,908.9,989.6,1007.2,,,,,,
Y4450,835.22,893.83,991.49,1041.69,1256.3,1343.56,1537.89,1550.86,1858.21,1858.17,2090.05,2015.13,2396.7,2285.99,2260.22,2547.62,2673.72,2569.58,2627.98,,,,,,
Y4451,249.2,261.3,300.3,336.8,375.8,400.8,467.1,528.2,568,599.3,654.3,710.7,808.1,844.8,906.4,989.7,1061.5,1156.6,1154.1,,,,,,
Y4452,695.66,755.9,918.25,1087.18,1253.49,1366.72,1628.57,1868.93,2063.45,2239.9,2484.25,2785.65,3235.33,3407.91,3699.43,4104.12,4504.28,5001.51,5077.97,,,,,,
Y4453,1020.236,1122.093,1261.655,1417.694,1589.672,1791.214,2004.306,2224.849,2442.393,2746.641,3060.141,3384.987,3718.008,4001.058,4318.033,4698.354,5083.238,5410.571,5614.524,,,,,,
